Accession Number,Sample Date,Field,Sample Region,Sample Type,H9,NDV,Market,Day,Month,Year
1492,30/01/2002,YU372,NEWT,C,0,0,8,30,1,2002
1495,30/01/2002,YU375,NEWT,C,0,0,8,30,1,2002
1496,30/01/2002,YU376,NEWT,C,0,0,8,30,1,2002
1497,30/01/2002,YU377,NEWT,C,0,0,8,30,1,2002
1498,30/01/2002,YU378,NEWT,C,0,0,8,30,1,2002
1499,30/01/2002,YU379,NEWT,C,0,0,8,30,1,2002
1500,30/01/2002,YU380,NEWT,C,0,0,8,30,1,2002
1501,30/01/2002,YU381,NEWT,C,0,0,8,30,1,2002
1502,30/01/2002,YU382,NEWT,C,0,0,8,30,1,2002
1503,30/01/2002,YU383,NEWT,C,0,0,8,30,1,2002
1504,30/01/2002,YU384,NEWT,C,0,0,8,30,1,2002
1505,30/01/2002,YU385,NEWT,C,0,0,8,30,1,2002
1506,30/01/2002,YU386,NEWT,C,0,0,8,30,1,2002
1507,30/01/2002,YU387,NEWT,C,0,0,8,30,1,2002
1512,30/01/2002,YU392,NEWT,C,0,0,8,30,1,2002
1513,30/01/2002,YU393,NEWT,C,0,0,8,30,1,2002
1514,30/01/2002,YU394,NEWT,C,0,0,8,30,1,2002
1515,30/01/2002,YU395,NEWT,C,0,0,8,30,1,2002
1516,30/01/2002,YU396,NEWT,C,0,0,8,30,1,2002
1517,30/01/2002,YU397,NEWT,C,0,0,8,30,1,2002
1521,31/01/2002,NT82,KOW,C,0,0,3,31,1,2002
1522,31/01/2002,NT83,KOW,C,0,0,3,31,1,2002
1523,31/01/2002,NT84,KOW,C,0,0,3,31,1,2002
1524,31/01/2002,NT85,KOW,C,0,0,3,31,1,2002
1525,31/01/2002,NT86,KOW,C,0,0,3,31,1,2002
1527,31/01/2002,NT88,KOW,C,0,0,3,31,1,2002
1528,31/01/2002,NT89,KOW,C,0,0,3,31,1,2002
1529,31/01/2002,NT90,KOW,C,0,0,3,31,1,2002
1530,31/01/2002,NT91,KOW,C,0,0,3,31,1,2002
1531,31/01/2002,NT92,KOW,C,0,0,3,31,1,2002
1534,31/01/2002,NT95,KOW,C,0,0,3,31,1,2002
1535,31/01/2002,NT96,KOW,C,0,0,3,31,1,2002
1536,31/01/2002,NT97,KOW,C,0,0,3,31,1,2002
1537,31/01/2002,NT98,KOW,C,0,0,3,31,1,2002
1538,31/01/2002,NT99,KOW,C,0,0,3,31,1,2002
1543,31/01/2002,NT104,KOW,C,0,0,3,31,1,2002
1544,31/01/2002,NT105,KOW,C,0,0,3,31,1,2002
1545,31/01/2002,NT106,KOW,C,0,0,3,31,1,2002
1546,31/01/2002,NT107,KOW,C,0,0,3,31,1,2002
1547,31/01/2002,NT108,KOW,C,0,0,3,31,1,2002
1549,31/01/2002,NT110,KOW,C,0,0,3,31,1,2002
1550,31/01/2002,NT111,KOW,C,0,0,3,31,1,2002
1551,31/01/2002,NT112,KOW,C,0,0,3,31,1,2002
1552,31/01/2002,NT113,KOW,C,0,0,3,31,1,2002
1553,31/01/2002,NT114,KOW,C,0,0,3,31,1,2002
1554,31/01/2002,NT115,KOW,C,0,0,3,31,1,2002
1555,31/01/2002,NT116,KOW,C,0,0,3,31,1,2002
1558,31/01/2002,NT119,KOW,C,0,0,3,31,1,2002
1559,31/01/2002,NT120,KOW,C,0,0,3,31,1,2002
1560,31/01/2002,NT121,KOW,C,0,0,3,31,1,2002
1561,31/01/2002,NT122,KOW,C,0,0,3,31,1,2002
1562,31/01/2002,NT123,KOW,C,0,0,3,31,1,2002
1563,31/01/2002,NT124,KOW,C,0,0,3,31,1,2002
1564,31/01/2002,NT125,KOW,C,0,0,3,31,1,2002
1565,31/01/2002,NT126,KOW,C,0,0,3,31,1,2002
1566,31/01/2002,NT127,KOW,C,0,0,3,31,1,2002
1567,31/01/2002,NT128,KOW,C,0,0,3,31,1,2002
1569,31/01/2002,NT130,KOW,C,0,0,3,31,1,2002
1570,31/01/2002,NT131,KOW,C,0,0,3,31,1,2002
1571,31/01/2002,NT132,KOW,C,0,0,3,31,1,2002
1572,31/01/2002,NT133,KOW,C,0,0,3,31,1,2002
1573,31/01/2002,NT134,KOW,C,0,0,3,31,1,2002
1575,31/01/2002,NT136,KOW,C,0,0,3,31,1,2002
1576,31/01/2002,NT137,KOW,C,0,0,3,31,1,2002
1577,31/01/2002,NT138,KOW,C,0,0,3,31,1,2002
1578,31/01/2002,NT139,KOW,C,0,0,3,31,1,2002
1579,31/01/2002,NT140,KOW,C,0,0,3,31,1,2002
1593,31/01/2002,NT154,KOW,C+Sc,0,0,3,31,1,2002
1594,31/01/2002,NT155,KOW,C,0,0,3,31,1,2002
1595,31/01/2002,NT156,KOW,C,0,0,3,31,1,2002
1596,31/01/2002,NT157,KOW,C,0,0,3,31,1,2002
1597,31/01/2002,NT158,KOW,C,0,0,3,31,1,2002
1598,31/01/2002,NT159,KOW,C,0,0,3,31,1,2002
1603,31/01/2002,NT164,KOW,C,0,0,3,31,1,2002
1604,31/01/2002,NT165,KOW,C,0,0,3,31,1,2002
1605,31/01/2002,NT166,KOW,C,0,0,3,31,1,2002
1606,31/01/2002,NT167,KOW,C,0,0,3,31,1,2002
1607,31/01/2002,NT168,KOW,C,0,0,3,31,1,2002
1613,31/01/2002,NT174,KOW,C,0,0,3,31,1,2002
1614,31/01/2002,NT175,KOW,C,0,0,3,31,1,2002
1615,31/01/2002,NT176,KOW,C,0,0,3,31,1,2002
1616,31/01/2002,NT177,KOW,C,0,0,3,31,1,2002
1617,31/01/2002,NT178,KOW,C,0,0,3,31,1,2002
1624,31/01/2002,SSP112,KOW,C,0,0,5,31,1,2002
1625,31/01/2002,SSP113,KOW,C,0,0,5,31,1,2002
1626,31/01/2002,SSP114,KOW,C,0,0,5,31,1,2002
1627,31/01/2002,SSP115,KOW,C,0,0,5,31,1,2002
1628,31/01/2002,SSP116,KOW,C,0,0,5,31,1,2002
1629,31/01/2002,SSP117,KOW,C,0,0,5,31,1,2002
1632,31/01/2002,SSP120,KOW,C,0,0,5,31,1,2002
1633,31/01/2002,SSP121,KOW,C,0,0,5,31,1,2002
1634,31/01/2002,SSP122,KOW,C,0,0,5,31,1,2002
1636,31/01/2002,SSP124,KOW,C,0,0,5,31,1,2002
1637,31/01/2002,SSP125,KOW,C,0,0,5,31,1,2002
1638,31/01/2002,SSP126,KOW,C,0,0,5,31,1,2002
1639,31/01/2002,SSP127,KOW,C,0,0,5,31,1,2002
1640,31/01/2002,SSP128,KOW,C,0,0,5,31,1,2002
1641,31/01/2002,SSP129,KOW,C,0,0,5,31,1,2002
1642,31/01/2002,SSP130,KOW,C,0,0,5,31,1,2002
1643,31/01/2002,SSP131,KOW,C,0,0,5,31,1,2002
1644,31/01/2002,SSP132,KOW,C,0,0,5,31,1,2002
1645,31/01/2002,SSP133,KOW,C,0,0,5,31,1,2002
1646,31/01/2002,SSP134,KOW,C,0,0,5,31,1,2002
1647,31/01/2002,SSP135,KOW,C,0,0,5,31,1,2002
1648,31/01/2002,SSP136,KOW,C,0,0,5,31,1,2002
1650,31/01/2002,SSP138,KOW,C,0,0,5,31,1,2002
1651,31/01/2002,SSP139,KOW,C,0,0,5,31,1,2002
1652,31/01/2002,SSP140,KOW,C,0,0,5,31,1,2002
1653,31/01/2002,SSP141,KOW,C,0,0,5,31,1,2002
1655,31/01/2002,SSP143,KOW,C,0,0,5,31,1,2002
1656,31/01/2002,SSP144,KOW,C,0,0,5,31,1,2002
1657,31/01/2002,SSP145,KOW,C,0,0,5,31,1,2002
1658,31/01/2002,SSP146,KOW,C,0,0,5,31,1,2002
1659,31/01/2002,SSP147,KOW,C,0,1,5,31,1,2002
1660,31/01/2002,SSP148,KOW,C,0,0,5,31,1,2002
1674,31/01/2002,SSP162,KOW,C,0,0,5,31,1,2002
1675,31/01/2002,SSP163,KOW,C,0,0,5,31,1,2002
1676,31/01/2002,SSP164,KOW,C,0,0,5,31,1,2002
1682,31/01/2002,SSP170,KOW,C,0,0,5,31,1,2002
1683,31/01/2002,SSP171,KOW,C,0,0,5,31,1,2002
1684,31/01/2002,SSP172,KOW,C,1,0,5,31,1,2002
1697,31/01/2002,SSP185,KOW,C,0,0,5,31,1,2002
1698,31/01/2002,SSP186,KOW,C,0,0,5,31,1,2002
1699,31/01/2002,SSP187,KOW,C,0,0,5,31,1,2002
1702,31/01/2002,SSP190,KOW,C,0,0,5,31,1,2002
1703,31/01/2002,SSP191,KOW,C,0,0,5,31,1,2002
1704,31/01/2002,SSP192,KOW,C,0,0,5,31,1,2002
1705,31/01/2002,SSP193,KOW,C,0,0,5,31,1,2002
1706,31/01/2002,SSP194,KOW,C,0,0,5,31,1,2002
1707,31/01/2002,SSP195,KOW,C,0,0,5,31,1,2002
1711,31/01/2002,SSP199,KOW,C,0,0,5,31,1,2002
1712,31/01/2002,SSP200,KOW,C,0,0,5,31,1,2002
1713,31/01/2002,SSP201,KOW,C,0,0,5,31,1,2002
1715,31/01/2002,SSP203,KOW,C,0,0,5,31,1,2002
1716,31/01/2002,SSP204,KOW,C,0,0,5,31,1,2002
1717,31/01/2002,SSP205,KOW,C,0,0,5,31,1,2002
1718,31/01/2002,SSP206,KOW,C,0,0,5,31,1,2002
1719,31/01/2002,SSP207,KOW,C,0,0,5,31,1,2002
1720,31/01/2002,SSP208,KOW,C,0,0,5,31,1,2002
1721,31/01/2002,SSP209,KOW,C,0,0,5,31,1,2002
1722,31/01/2002,SSP210,KOW,C,0,0,5,31,1,2002
1723,31/01/2002,SSP211,KOW,C,0,0,5,31,1,2002
1724,31/01/2002,SSP212,KOW,C,0,0,5,31,1,2002
1725,31/01/2002,SSP213,KOW,C,0,0,5,31,1,2002
1726,31/01/2002,SSP214,KOW,C+Sc,0,1,5,31,1,2002
1727,31/01/2002,FY47,KOW,C,0,0,2,31,1,2002
1728,31/01/2002,FY48,KOW,C,0,0,2,31,1,2002
1729,31/01/2002,FY49,KOW,C,0,0,2,31,1,2002
1730,31/01/2002,FY50,KOW,C,0,0,2,31,1,2002
1731,31/01/2002,FY51,KOW,C,0,0,2,31,1,2002
1732,31/01/2002,FY52,KOW,C,0,0,2,31,1,2002
1733,31/01/2002,FY53,KOW,C,0,0,2,31,1,2002
1734,31/01/2002,FY54,KOW,C,0,0,2,31,1,2002
1735,31/01/2002,FY55,KOW,C,0,0,2,31,1,2002
1736,31/01/2002,FY56,KOW,C,0,0,2,31,1,2002
1737,31/01/2002,FY57,KOW,C,0,0,2,31,1,2002
1738,31/01/2002,FY58,KOW,C,0,0,2,31,1,2002
1739,31/01/2002,FY59,KOW,C,0,0,2,31,1,2002
1740,31/01/2002,FY60,KOW,C,0,0,2,31,1,2002
1741,31/01/2002,FY61,KOW,C,0,0,2,31,1,2002
1742,31/01/2002,FY62,KOW,C,0,0,2,31,1,2002
1743,31/01/2002,FY63,KOW,C,0,0,2,31,1,2002
1744,31/01/2002,FY64,KOW,C,0,0,2,31,1,2002
1745,31/01/2002,FY65,KOW,C,0,0,2,31,1,2002
1748,31/01/2002,FY68,KOW,Cc,0,0,2,31,1,2002
1749,31/01/2002,FY69,KOW,Cc,0,0,2,31,1,2002
1750,31/01/2002,FY70,KOW,Cc,0,0,2,31,1,2002
1759,31/01/2002,FY79,KOW,C,0,0,2,31,1,2002
1760,31/01/2002,FY80,KOW,C,0,0,2,31,1,2002
1761,31/01/2002,FY81,KOW,C,0,0,2,31,1,2002
1762,31/01/2002,FY82,KOW,C,0,0,2,31,1,2002
1763,31/01/2002,FY83,KOW,C,0,0,2,31,1,2002
1764,31/01/2002,FY84,KOW,C,0,0,2,31,1,2002
4286,20/02/2002,AP28,HK,C,0,0,1,20,2,2002
4287,20/02/2002,AP29,HK,C,0,0,1,20,2,2002
4288,20/02/2002,AP30,HK,C,0,0,1,20,2,2002
4289,20/02/2002,AP31,HK,C,0,0,1,20,2,2002
4290,20/02/2002,AP32,HK,C,0,0,1,20,2,2002
4291,20/02/2002,AP33,HK,C,0,0,1,20,2,2002
4293,20/02/2002,AP35,HK,C,0,0,1,20,2,2002
4294,20/02/2002,AP36,HK,C,0,0,1,20,2,2002
4295,20/02/2002,AP37,HK,C,0,0,1,20,2,2002
4296,20/02/2002,AP38,HK,C,0,0,1,20,2,2002
4297,20/02/2002,AP39,HK,C,0,0,1,20,2,2002
4298,20/02/2002,AP40,HK,C,0,0,1,20,2,2002
4299,20/02/2002,AP41,HK,C,0,0,1,20,2,2002
4300,20/02/2002,AP42,HK,C,0,0,1,20,2,2002
4306,20/02/2002,SF78,HK,C,0,0,4,20,2,2002
4307,20/02/2002,SF79,HK,C,0,0,4,20,2,2002
4308,20/02/2002,SF80,HK,C,0,0,4,20,2,2002
4309,20/02/2002,SF81,HK,C,0,0,4,20,2,2002
4310,20/02/2002,SF82,HK,C,0,0,4,20,2,2002
4315,20/02/2002,SF87,HK,C,0,0,4,20,2,2002
4316,20/02/2002,SF88,HK,C,0,0,4,20,2,2002
4317,20/02/2002,SF89,HK,C,0,0,4,20,2,2002
4318,20/02/2002,SF90,HK,C,0,0,4,20,2,2002
4319,20/02/2002,SF91,HK,C,0,0,4,20,2,2002
4320,20/02/2002,SF92,HK,C,0,0,4,20,2,2002
4328,20/02/2002,SF100,HK,C+Sc,0,0,4,20,2,2002
4329,20/02/2002,SF101,HK,C,0,0,4,20,2,2002
4330,20/02/2002,SF102,HK,C,0,0,4,20,2,2002
4331,20/02/2002,SF103,HK,C,0,0,4,20,2,2002
4332,20/02/2002,SF104,HK,C,0,0,4,20,2,2002
4333,20/02/2002,SF105,HK,C,0,0,4,20,2,2002
4337,20/02/2002,SF109,HK,C,0,0,4,20,2,2002
4338,20/02/2002,SF110,HK,C,0,0,4,20,2,2002
4339,20/02/2002,SF111,HK,C,0,0,4,20,2,2002
4340,20/02/2002,SF112,HK,C,0,0,4,20,2,2002
4341,20/02/2002,SF113,HK,C,0,0,4,20,2,2002
4343,20/02/2002,SF115,HK,C,0,0,4,20,2,2002
4344,20/02/2002,SF116,HK,C,0,0,4,20,2,2002
4345,20/02/2002,SF117,HK,C,0,0,4,20,2,2002
4346,20/02/2002,SF118,HK,C,0,0,4,20,2,2002
4347,20/02/2002,SF119,HK,C,0,0,4,20,2,2002
4348,20/02/2002,SF120,HK,C,0,0,4,20,2,2002
4349,20/02/2002,SF121,HK,C,0,0,4,20,2,2002
4354,20/02/2002,SF126,HK,C,0,0,4,20,2,2002
4355,20/02/2002,SF127,HK,C,0,0,4,20,2,2002
4356,20/02/2002,SF128,HK,C,0,0,4,20,2,2002
4357,20/02/2002,SF129,HK,C,0,0,4,20,2,2002
4358,20/02/2002,SF130,HK,C,0,0,4,20,2,2002
4366,20/02/2002,SF138,HK,C,0,0,4,20,2,2002
4367,20/02/2002,SF139,HK,C,0,0,4,20,2,2002
4368,20/02/2002,SF140,HK,C,0,0,4,20,2,2002
4369,20/02/2002,SF141,HK,C,0,0,4,20,2,2002
4370,20/02/2002,SF142,HK,C,0,0,4,20,2,2002
4372,20/02/2002,SF144,HK,C,0,0,4,20,2,2002
4373,20/02/2002,SF145,HK,C,0,0,4,20,2,2002
4374,20/02/2002,SF146,HK,C,0,0,4,20,2,2002
4376,20/02/2002,SF148,HK,C,0,0,4,20,2,2002
4377,20/02/2002,SF149,HK,C,0,0,4,20,2,2002
4378,20/02/2002,SF150,HK,C,0,0,4,20,2,2002
4379,20/02/2002,SF151,HK,C,0,0,4,20,2,2002
4380,20/02/2002,SF152,HK,C,0,0,4,20,2,2002
4090,21/02/2002,FY85,KOW,C,0,0,2,21,2,2002
4091,21/02/2002,FY86,KOW,C,0,0,2,21,2,2002
4092,21/02/2002,FY87,KOW,C,0,0,2,21,2,2002
4093,21/02/2002,FY88,KOW,C,0,0,2,21,2,2002
4094,21/02/2002,FY89,KOW,C,0,0,2,21,2,2002
4095,21/02/2002,FY90,KOW,C,0,0,2,21,2,2002
4096,21/02/2002,FY91,KOW,C,0,0,2,21,2,2002
4097,21/02/2002,FY92,KOW,C,0,0,2,21,2,2002
4100,21/02/2002,FY95,KOW,Cc,0,0,2,21,2,2002
4101,21/02/2002,FY96,KOW,Cc,0,0,2,21,2,2002
4102,21/02/2002,FY97,KOW,Cc,0,0,2,21,2,2002
4112,21/02/2002,FY107,KOW,C,0,0,2,21,2,2002
4113,21/02/2002,FY108,KOW,C,0,0,2,21,2,2002
4114,21/02/2002,FY109,KOW,C,0,0,2,21,2,2002
4115,21/02/2002,FY110,KOW,C,0,0,2,21,2,2002
4116,21/02/2002,FY111,KOW,C,0,0,2,21,2,2002
4117,21/02/2002,FY112,KOW,C,0,0,2,21,2,2002
4118,21/02/2002,FY113,KOW,C,0,0,2,21,2,2002
4119,21/02/2002,FY114,KOW,C,0,0,2,21,2,2002
4120,21/02/2002,FY115,KOW,C,0,0,2,21,2,2002
4121,21/02/2002,FY116,KOW,C,0,0,2,21,2,2002
4122,21/02/2002,FY117,KOW,C,0,0,2,21,2,2002
4123,21/02/2002,FY118,KOW,C,0,0,2,21,2,2002
4124,21/02/2002,FY119,KOW,C,0,0,2,21,2,2002
4125,21/02/2002,FY120,KOW,C,0,0,2,21,2,2002
4126,21/02/2002,FY121,KOW,C+Sc,0,0,2,21,2,2002
4127,21/02/2002,SSP215,KOW,C,0,0,5,21,2,2002
4128,21/02/2002,SSP216,KOW,C,0,0,5,21,2,2002
4129,21/02/2002,SSP217,KOW,C,0,0,5,21,2,2002
4132,21/02/2002,SSP220,KOW,C,0,0,5,21,2,2002
4133,21/02/2002,SSP221,KOW,C+Sc,1,0,5,21,2,2002
4134,21/02/2002,SSP222,KOW,C+Sc,1,0,5,21,2,2002
4141,21/02/2002,SSP229,KOW,C,0,0,5,21,2,2002
4142,21/02/2002,SSP230,KOW,C,0,0,5,21,2,2002
4143,21/02/2002,SSP231,KOW,C,0,0,5,21,2,2002
4144,21/02/2002,SSP232,KOW,C,0,0,5,21,2,2002
4145,21/02/2002,SSP233,KOW,C,0,0,5,21,2,2002
4146,21/02/2002,SSP234,KOW,C,0,0,5,21,2,2002
4147,21/02/2002,SSP235,KOW,C,0,0,5,21,2,2002
4148,21/02/2002,SSP236,KOW,C,0,0,5,21,2,2002
4149,21/02/2002,SSP237,KOW,C,1,0,5,21,2,2002
4150,21/02/2002,SSP238,KOW,C,0,0,5,21,2,2002
4151,21/02/2002,SSP239,KOW,C,0,0,5,21,2,2002
4152,21/02/2002,SSP240,KOW,C,0,0,5,21,2,2002
4153,21/02/2002,SSP241,KOW,C,0,0,5,21,2,2002
4156,21/02/2002,SSP244,KOW,C,0,0,5,21,2,2002
4157,21/02/2002,SSP245,KOW,C,0,0,5,21,2,2002
4158,21/02/2002,SSP246,KOW,C,0,0,5,21,2,2002
4160,21/02/2002,SSP248,KOW,C,0,0,5,21,2,2002
4161,21/02/2002,SSP249,KOW,C,1,0,5,21,2,2002
4162,21/02/2002,SSP250,KOW,C,0,0,5,21,2,2002
4168,21/02/2002,SSP256,KOW,C,0,0,5,21,2,2002
4169,21/02/2002,SSP257,KOW,C,0,0,5,21,2,2002
4170,21/02/2002,SSP258,KOW,C,0,0,5,21,2,2002
4173,21/02/2002,SSP261,KOW,C,0,0,5,21,2,2002
4174,21/02/2002,SSP262,KOW,C,0,0,5,21,2,2002
4175,21/02/2002,SSP263,KOW,C,0,0,5,21,2,2002
4184,21/02/2002,SSP272,KOW,C,0,0,5,21,2,2002
4185,21/02/2002,SSP273,KOW,C,0,0,5,21,2,2002
4186,21/02/2002,SSP274,KOW,C,0,0,5,21,2,2002
4188,21/02/2002,SSP276,KOW,C,0,0,5,21,2,2002
4189,21/02/2002,SSP277,KOW,C,1,0,5,21,2,2002
4190,21/02/2002,SSP278,KOW,C,0,1,5,21,2,2002
4192,21/02/2002,SSP280,KOW,C,0,0,5,21,2,2002
4193,21/02/2002,SSP281,KOW,C,0,0,5,21,2,2002
4194,21/02/2002,SSP282,KOW,C,0,0,5,21,2,2002
4195,21/02/2002,SSP283,KOW,C,0,0,5,21,2,2002
4196,21/02/2002,SSP284,KOW,C,0,0,5,21,2,2002
4197,21/02/2002,SSP285,KOW,C,0,0,5,21,2,2002
4198,21/02/2002,SSP286,KOW,C,0,0,5,21,2,2002
4199,21/02/2002,SSP287,KOW,C,0,0,5,21,2,2002
4200,21/02/2002,SSP288,KOW,C,0,0,5,21,2,2002
4201,21/02/2002,SSP289,KOW,C,0,0,5,21,2,2002
4202,21/02/2002,SSP290,KOW,C,0,0,5,21,2,2002
4203,21/02/2002,SSP291,KOW,C,0,0,5,21,2,2002
4204,21/02/2002,SSP292,KOW,C,0,0,5,21,2,2002
4205,21/02/2002,SSP293,KOW,C,0,0,5,21,2,2002
4206,21/02/2002,SSP294,KOW,C,0,0,5,21,2,2002
4207,21/02/2002,SSP295,KOW,C,0,0,5,21,2,2002
4208,21/02/2002,SSP296,KOW,C,0,0,5,21,2,2002
4209,21/02/2002,SSP297,KOW,C,0,0,5,21,2,2002
4211,21/02/2002,SSP299,KOW,C,1,0,5,21,2,2002
4212,21/02/2002,SSP300,KOW,C,0,0,5,21,2,2002
4213,21/02/2002,SSP301,KOW,C,0,0,5,21,2,2002
4214,21/02/2002,SSP302,KOW,C,1,0,5,21,2,2002
4215,21/02/2002,SSP303,KOW,C,1,0,5,21,2,2002
4216,21/02/2002,SSP304,KOW,C,1,0,5,21,2,2002
4220,21/02/2002,NT185,KOW,C,0,0,3,21,2,2002
4221,21/02/2002,NT186,KOW,C,0,0,3,21,2,2002
4222,21/02/2002,NT187,KOW,C,0,0,3,21,2,2002
4224,21/02/2002,NT189,KOW,C,0,0,3,21,2,2002
4225,21/02/2002,NT190,KOW,C,0,0,3,21,2,2002
4226,21/02/2002,NT191,KOW,C,0,0,3,21,2,2002
4231,21/02/2002,NT196,KOW,C,0,0,3,21,2,2002
4232,21/02/2002,NT197,KOW,C,0,0,3,21,2,2002
4233,21/02/2002,NT198,KOW,C,0,0,3,21,2,2002
4234,21/02/2002,NT199,KOW,C,0,0,3,21,2,2002
4235,21/02/2002,NT200,KOW,C,0,0,3,21,2,2002
4236,21/02/2002,NT201,KOW,C,0,0,3,21,2,2002
4237,21/02/2002,NT202,KOW,C,0,0,3,21,2,2002
4240,21/02/2002,NT205,KOW,C,0,0,3,21,2,2002
4241,21/02/2002,NT206,KOW,C,0,0,3,21,2,2002
4242,21/02/2002,NT207,KOW,C,0,1,3,21,2,2002
4243,21/02/2002,NT208,KOW,C,0,0,3,21,2,2002
4245,21/02/2002,NT210,KOW,C,0,0,3,21,2,2002
4246,21/02/2002,NT211,KOW,C,0,0,3,21,2,2002
4247,21/02/2002,NT212,KOW,C,0,0,3,21,2,2002
4248,21/02/2002,NT213,KOW,C,0,0,3,21,2,2002
4251,21/02/2002,NT216,KOW,C,0,0,3,21,2,2002
4252,21/02/2002,NT217,KOW,C,0,0,3,21,2,2002
4253,21/02/2002,NT218,KOW,C,0,0,3,21,2,2002
4254,21/02/2002,NT219,KOW,C,0,0,3,21,2,2002
4255,21/02/2002,NT220,KOW,C,0,0,3,21,2,2002
4256,21/02/2002,NT221,KOW,C,0,0,3,21,2,2002
4263,21/02/2002,NT228,KOW,C+Sc,0,0,3,21,2,2002
4264,21/02/2002,NT229,KOW,C,0,0,3,21,2,2002
4265,21/02/2002,NT230,KOW,C,0,0,3,21,2,2002
4266,21/02/2002,NT231,KOW,C,0,0,3,21,2,2002
4268,21/02/2002,NT233,KOW,C,0,0,3,21,2,2002
4269,21/02/2002,NT234,KOW,C,0,0,3,21,2,2002
4270,21/02/2002,NT235,KOW,C,0,0,3,21,2,2002
4276,21/02/2002,NT241,KOW,C,0,0,3,21,2,2002
4277,21/02/2002,NT242,KOW,C,1,0,3,21,2,2002
4278,21/02/2002,NT243,KOW,C,1,0,3,21,2,2002
4282,21/02/2002,NT247,KOW,C+Sc,1,0,3,21,2,2002
3313,22/02/2002,YU441,NEWT,C,0,0,8,22,2,2002
3314,22/02/2002,YU442,NEWT,C,0,0,8,22,2,2002
3315,22/02/2002,YU443,NEWT,C,0,0,8,22,2,2002
3316,22/02/2002,YU444,NEWT,C,0,0,8,22,2,2002
3318,22/02/2002,YU446,NEWT,C,0,0,8,22,2,2002
3319,22/02/2002,YU447,NEWT,C,0,0,8,22,2,2002
3320,22/02/2002,YU448,NEWT,C,1,0,8,22,2,2002
3321,22/02/2002,YU449,NEWT,C,0,0,8,22,2,2002
3323,22/02/2002,YU451,NEWT,C,0,0,8,22,2,2002
3324,22/02/2002,YU452,NEWT,C,0,0,8,22,2,2002
3325,22/02/2002,YU453,NEWT,C,0,0,8,22,2,2002
3326,22/02/2002,YU454,NEWT,C,0,0,8,22,2,2002
3327,22/02/2002,YU455,NEWT,C,0,0,8,22,2,2002
3328,22/02/2002,YU456,NEWT,C,0,1,8,22,2,2002
3329,22/02/2002,YU457,NEWT,C,0,0,8,22,2,2002
3332,22/02/2002,YU460,NEWT,C,0,0,8,22,2,2002
3333,22/02/2002,YU461,NEWT,C,0,0,8,22,2,2002
3334,22/02/2002,YU462,NEWT,C,0,0,8,22,2,2002
3335,22/02/2002,YU463,NEWT,C,0,0,8,22,2,2002
3336,22/02/2002,YU464,NEWT,C,0,0,8,22,2,2002
3337,22/02/2002,YU465,NEWT,C,0,0,8,22,2,2002
3338,22/02/2002,YU466,NEWT,C,0,0,8,22,2,2002
3339,22/02/2002,YU467,NEWT,C,0,0,8,22,2,2002
3344,22/02/2002,YU472,NEWT,C,0,0,8,22,2,2002
3345,22/02/2002,YU473,NEWT,C,0,0,8,22,2,2002
3346,22/02/2002,YU474,NEWT,C,0,0,8,22,2,2002
3347,22/02/2002,YU475,NEWT,C,0,0,8,22,2,2002
3349,22/02/2002,YU477,NEWT,C,0,0,8,22,2,2002
3350,22/02/2002,YU478,NEWT,C,0,0,8,22,2,2002
3351,22/02/2002,YU479,NEWT,C,0,0,8,22,2,2002
3352,22/02/2002,YU480,NEWT,C,0,0,8,22,2,2002
3355,22/02/2002,YU483,NEWT,C,0,0,8,22,2,2002
3356,22/02/2002,YU484,NEWT,C,0,0,8,22,2,2002
3358,22/02/2002,YU486,NEWT,C,0,0,8,22,2,2002
3359,22/02/2002,YU487,NEWT,C,0,0,8,22,2,2002
3360,22/02/2002,YU488,NEWT,C,0,0,8,22,2,2002
3361,22/02/2002,YU489,NEWT,C,0,0,8,22,2,2002
3365,22/02/2002,YU493,NEWT,C,0,0,8,22,2,2002
3366,22/02/2002,YU494,NEWT,C,0,0,8,22,2,2002
3367,22/02/2002,YU495,NEWT,C,0,0,8,22,2,2002
3368,22/02/2002,YU496,NEWT,C,0,0,8,22,2,2002
3373,22/02/2002,YU501,NEWT,C,1,0,8,22,2,2002
3374,22/02/2002,YU502,NEWT,C,0,0,8,22,2,2002
3375,22/02/2002,YU503,NEWT,C,0,0,8,22,2,2002
3376,22/02/2002,YU504,NEWT,C,0,0,8,22,2,2002
3378,22/02/2002,YU506,NEWT,C,0,0,8,22,2,2002
3379,22/02/2002,YU507,NEWT,C,0,0,8,22,2,2002
3380,22/02/2002,YU508,NEWT,C,0,1,8,22,2,2002
3381,22/02/2002,YU509,NEWT,C,1,0,8,22,2,2002
3387,22/02/2002,YU515,NEWT,C,0,0,8,22,2,2002
3388,22/02/2002,YU516,NEWT,C,0,0,8,22,2,2002
3389,22/02/2002,YU517,NEWT,C,0,0,8,22,2,2002
3390,22/02/2002,YU518,NEWT,C,0,0,8,22,2,2002
3391,22/02/2002,YU519,NEWT,C,0,0,8,22,2,2002
3392,22/02/2002,YU520,NEWT,C,0,0,8,22,2,2002
3393,22/02/2002,YU521,NEWT,C,0,1,8,22,2,2002
3394,22/02/2002,YU522,NEWT,C,0,0,8,22,2,2002
3396,22/02/2002,YU524,NEWT,C,0,0,8,22,2,2002
