Accession Number,Sample Date,Field,Sample Region,Sample Type,H9,NDV,Market,Day,Month,Year
18900,11/05/2001,SF280,HK,Quail(C),1,0,4,11,5,2001
18901,11/05/2001,SF281,HK,Quail(T),1,0,4,11,5,2001
18902,11/05/2001,SF282,HK,Quail(C),1,0,4,11,5,2001
18903,11/05/2001,SF283,HK,Quail(T),0,0,4,11,5,2001
18905,11/05/2001,SF285,HK,Quail(T),0,0,4,11,5,2001
18906,11/05/2001,SF286,HK,Quail(C),1,0,4,11,5,2001
18907,11/05/2001,SF287,HK,Quail(T),1,0,4,11,5,2001
18908,11/05/2001,SF288,HK,Quail(C),1,0,4,11,5,2001
18909,11/05/2001,SF289,HK,Quail(T),0,0,4,11,5,2001
18910,11/05/2001,SF290,HK,Quail(C),0,0,4,11,5,2001
18911,11/05/2001,SF291,HK,Quail(T),0,0,4,11,5,2001
18912,11/05/2001,SF292,HK,Quail(C),0,0,4,11,5,2001
17456,18/06/2001,YU687,NEWT,Sc,0,0,8,18,6,2001
17457,18/06/2001,YU688,NEWT,Sc,0,0,8,18,6,2001
17458,18/06/2001,YU689,NEWT,GF,0,0,8,18,6,2001
17459,18/06/2001,YU690,NEWT,GF,0,0,8,18,6,2001
17464,18/06/2001,YU695,NEWT,Pigeon,0,0,8,18,6,2001
17465,18/06/2001,YU696,NEWT,Pigeon,0,0,8,18,6,2001
17466,18/06/2001,YU697,NEWT,Pigeon,0,0,8,18,6,2001
17467,18/06/2001,YU698,NEWT,Pigeon,0,0,8,18,6,2001
17472,18/06/2001,YU703,NEWT,GF,0,0,8,18,6,2001
17473,18/06/2001,YU704,NEWT,GF,0,0,8,18,6,2001
17474,18/06/2001,YU705,NEWT,Sc,0,0,8,18,6,2001
17475,18/06/2001,YU706,NEWT,Sc,0,0,8,18,6,2001
17477,18/06/2001,YU708,NEWT,Sc,0,0,8,18,6,2001
17478,18/06/2001,YU709,NEWT,Pigeon,0,0,8,18,6,2001
17479,18/06/2001,YU710,NEWT,GF,1,0,8,18,6,2001
17480,18/06/2001,YU711,NEWT,Phf,0,0,8,18,6,2001
17481,18/06/2001,YU712,NEWT,phm,0,0,8,18,6,2001
17482,18/06/2001,YU713,NEWT,Quail,1,0,8,18,6,2001
17483,18/06/2001,YU714,NEWT,Quail,1,0,8,18,6,2001
17489,18/06/2001,YU720,NEWT,Sc,0,0,8,18,6,2001
17490,18/06/2001,YU721,NEWT,Sc,0,0,8,18,6,2001
17491,18/06/2001,YU722,NEWT,Sc,0,0,8,18,6,2001
17496,18/06/2001,YU727,NEWT,Sc,0,0,8,18,6,2001
17497,18/06/2001,YU728,NEWT,Sc,0,0,8,18,6,2001
17498,18/06/2001,YU729,NEWT,Sc,0,0,8,18,6,2001
17499,18/06/2001,YU730,NEWT,Sc,0,0,8,18,6,2001
17505,18/06/2001,YU736,NEWT,Sc,0,0,8,18,6,2001
17506,18/06/2001,YU737,NEWT,Sc,0,0,8,18,6,2001
17507,18/06/2001,YU738,NEWT,Sc,0,0,8,18,6,2001
17519,18/06/2001,YU750,NEWT,C+Cc,0,0,8,18,6,2001
17523,18/06/2001,YU754,NEWT,Cc,0,0,8,18,6,2001
17535,18/06/2001,YU766,NEWT,Pigeon,0,0,8,18,6,2001
17536,18/06/2001,YU767,NEWT,Pigeon,0,0,8,18,6,2001
17537,18/06/2001,YU768,NEWT,Phf,0,0,8,18,6,2001
17538,18/06/2001,YU769,NEWT,Phf,0,0,8,18,6,2001
17539,18/06/2001,YU770,NEWT,Sc,0,0,8,18,6,2001
17547,18/06/2001,YU778,NEWT,Sc,0,0,8,18,6,2001
17548,18/06/2001,YU779,NEWT,Sc,0,0,8,18,6,2001
17549,18/06/2001,YU780,NEWT,Sc,0,0,8,18,6,2001
17554,18/06/2001,YU785,NEWT,GF,0,0,8,18,6,2001
17555,18/06/2001,YU786,NEWT,GF,0,0,8,18,6,2001
17556,18/06/2001,YU787,NEWT,GF,0,0,8,18,6,2001
17557,18/06/2001,YU788,NEWT,GF,0,0,8,18,6,2001
17570,18/06/2001,YU801,NEWT,Pigeon,0,0,8,18,6,2001
17571,18/06/2001,YU802,NEWT,Pigeon,0,0,8,18,6,2001
17572,18/06/2001,YU803,NEWT,Sc,0,0,8,18,6,2001
17573,18/06/2001,YU804,NEWT,Sc,0,0,8,18,6,2001
17578,18/06/2001,YU809,NEWT,Sc,0,0,8,18,6,2001
17579,18/06/2001,YU810,NEWT,Sc,0,0,8,18,6,2001
17580,18/06/2001,YU811,NEWT,Pigeon,0,0,8,18,6,2001
17581,18/06/2001,YU812,NEWT,Pigeon,0,0,8,18,6,2001
17586,18/06/2001,YU817,NEWT,Sc,0,0,8,18,6,2001
17587,18/06/2001,YU818,NEWT,Sc,0,0,8,18,6,2001
17588,18/06/2001,YU819,NEWT,Sc,0,0,8,18,6,2001
17589,18/06/2001,YU820,NEWT,Sc,0,0,8,18,6,2001
17594,18/06/2001,YU825,NEWT,Pigeon,0,0,8,18,6,2001
17595,18/06/2001,YU826,NEWT,Pigeon,0,0,8,18,6,2001
17596,18/06/2001,YU827,NEWT,Pigeon,0,0,8,18,6,2001
17597,18/06/2001,YU828,NEWT,Pigeon,0,0,8,18,6,2001
17598,18/06/2001,YU829,NEWT,Pigeon(T),0,0,8,18,6,2001
17599,18/06/2001,YU830,NEWT,Pigeon(C),0,0,8,18,6,2001
17602,18/06/2001,YU833,NEWT,Sc,0,0,8,18,6,2001
17603,18/06/2001,YU834,NEWT,Sc,0,0,8,18,6,2001
17604,18/06/2001,YU835,NEWT,Sc,0,0,8,18,6,2001
17605,18/06/2001,YU836,NEWT,Sc,0,0,8,18,6,2001
17606,18/06/2001,YU837,NEWT,Sc,0,0,8,18,6,2001
17607,18/06/2001,YU838,NEWT,Sc,0,0,8,18,6,2001
17616,18/06/2001,YU847,NEWT,Sc,0,0,8,18,6,2001
17634,18/06/2001,YU865,NEWT,Sc,0,0,8,18,6,2001
17635,18/06/2001,YU866,NEWT,Sc,0,0,8,18,6,2001
17636,18/06/2001,YU867,NEWT,Sc,0,0,8,18,6,2001
17637,18/06/2001,YU868,NEWT,Sc,0,0,8,18,6,2001
17642,18/06/2001,YU873,NEWT,Sc,0,0,8,18,6,2001
17643,18/06/2001,YU874,NEWT,Sc,0,0,8,18,6,2001
17644,18/06/2001,YU875,NEWT,Pigeon,0,0,8,18,6,2001
17645,18/06/2001,YU876,NEWT,Pigeon,0,0,8,18,6,2001
17646,18/06/2001,YU877,NEWT,Pigeon,0,0,8,18,6,2001
17647,18/06/2001,YU878,NEWT,Pigeon,0,0,8,18,6,2001
17648,18/06/2001,YU879,NEWT,Sc,0,0,8,18,6,2001
17649,18/06/2001,YU880,NEWT,Cc,0,0,8,18,6,2001
17650,18/06/2001,YU881,NEWT,Cc,0,0,8,18,6,2001
17651,18/06/2001,YU882,NEWT,Cc,0,0,8,18,6,2001
17652,18/06/2001,YU883,NEWT,Cc,0,0,8,18,6,2001
17653,18/06/2001,YU884,NEWT,Cc+Sc,0,0,8,18,6,2001
17654,18/06/2001,YU885,NEWT,Pigeon,0,0,8,18,6,2001
17655,18/06/2001,YU886,NEWT,C+Cc,0,0,8,18,6,2001
17656,18/06/2001,YU887,NEWT,Pigeon,0,0,8,18,6,2001
17660,18/06/2001,YU891,NEWT,Phf(C),0,0,8,18,6,2001
17661,18/06/2001,YU892,NEWT,Phf(T),0,0,8,18,6,2001
17662,18/06/2001,YU893,NEWT,Sc(C),0,0,8,18,6,2001
17663,18/06/2001,YU894,NEWT,Sc(T),0,0,8,18,6,2001
17664,18/06/2001,YU895,NEWT,Sc(C),0,0,8,18,6,2001
17665,18/06/2001,YU896,NEWT,Sc(T),1,0,8,18,6,2001
17666,18/06/2001,YU897,NEWT,GF(T),1,0,8,18,6,2001
17667,18/06/2001,YU898,NEWT,GF(C),0,0,8,18,6,2001
17668,18/06/2001,YU899,NEWT,GF(T),1,0,8,18,6,2001
17669,18/06/2001,YU900,NEWT,Sc(C),0,0,8,18,6,2001
17670,18/06/2001,YU901,NEWT,Sc(T),0,0,8,18,6,2001
17671,18/06/2001,YU902,NEWT,Sc(C),0,0,8,18,6,2001
17672,18/06/2001,YU903,NEWT,Sc(T),0,0,8,18,6,2001
17673,18/06/2001,YU904,NEWT,Pigeon(C),0,0,8,18,6,2001
17674,18/06/2001,YU905,NEWT,Pigeon(T),0,0,8,18,6,2001
17675,18/06/2001,YU906,NEWT,Pigeon(C),0,0,8,18,6,2001
17676,18/06/2001,YU907,NEWT,Pigeon(T),0,0,8,18,6,2001
17681,18/06/2001,YU912,NEWT,Pigeon(C),0,0,8,18,6,2001
17682,18/06/2001,YU913,NEWT,Pigeon(T),0,0,8,18,6,2001
17683,18/06/2001,YU914,NEWT,Pigeon(C),0,0,8,18,6,2001
17684,18/06/2001,YU915,NEWT,Pigeon(T),0,0,8,18,6,2001
17685,18/06/2001,YU916,NEWT,GF(C),1,0,8,18,6,2001
17686,18/06/2001,YU917,NEWT,GF(T),1,0,8,18,6,2001
17687,18/06/2001,YU918,NEWT,GF(C),0,0,8,18,6,2001
17688,18/06/2001,YU919,NEWT,GF(T),1,0,8,18,6,2001
17689,18/06/2001,YU920,NEWT,Quail(C),0,0,8,18,6,2001
17690,18/06/2001,YU921,NEWT,Quail(C),1,0,8,18,6,2001
17691,18/06/2001,YU922,NEWT,Quail(T),1,0,8,18,6,2001
17692,18/06/2001,YU923,NEWT,Quail(T),1,0,8,18,6,2001
17693,18/06/2001,YU924,NEWT,Quail(T),1,0,8,18,6,2001
17694,18/06/2001,YU925,NEWT,Quail(C),0,0,8,18,6,2001
17695,18/06/2001,YU926,NEWT,Quail(T),1,0,8,18,6,2001
17696,18/06/2001,YU927,NEWT,Sc(C),0,0,8,18,6,2001
17697,18/06/2001,YU928,NEWT,Sc(T),0,0,8,18,6,2001
17698,18/06/2001,YU929,NEWT,Sc(C),0,0,8,18,6,2001
17699,18/06/2001,YU930,NEWT,Sc(T),0,0,8,18,6,2001
17700,18/06/2001,YU931,NEWT,Sc(C),0,0,8,18,6,2001
17701,18/06/2001,YU932,NEWT,Sc(T),0,0,8,18,6,2001
17702,18/06/2001,YU933,NEWT,Sc(C),0,0,8,18,6,2001
17703,18/06/2001,YU934,NEWT,Sc(T),0,0,8,18,6,2001
17704,18/06/2001,YU935,NEWT,Phf(C),0,0,8,18,6,2001
17705,18/06/2001,YU936,NEWT,Phf(T),0,0,8,18,6,2001
17706,18/06/2001,YU937,NEWT,Phm(C),0,0,8,18,6,2001
17707,18/06/2001,YU938,NEWT,Phm(T),0,0,8,18,6,2001
17708,18/06/2001,YU939,NEWT,Sc(C),0,0,8,18,6,2001
17709,18/06/2001,YU940,NEWT,Sc(T),0,0,8,18,6,2001
17710,18/06/2001,YU941,NEWT,Pigeon(C),0,0,8,18,6,2001
17711,18/06/2001,YU942,NEWT,Pigeon(T),0,0,8,18,6,2001
17712,18/06/2001,YU943,NEWT,Pigeon(C),0,0,8,18,6,2001
17713,18/06/2001,YU944,NEWT,Pigeon(C),0,0,8,18,6,2001
17714,18/06/2001,YU945,NEWT,Pigeon(T),0,0,8,18,6,2001
17715,18/06/2001,YU946,NEWT,Sc(T),0,0,8,18,6,2001
17716,18/06/2001,YU947,NEWT,Sc(C),0,0,8,18,6,2001
17717,18/06/2001,YU948,NEWT,Pigeon(T),0,0,8,18,6,2001
17718,18/06/2001,YU949,NEWT,Sc(T),0,0,8,18,6,2001
17719,18/06/2001,YU950,NEWT,Sc(C),0,0,8,18,6,2001
17720,18/06/2001,YU951,NEWT,Pigeon(C),0,0,8,18,6,2001
17721,18/06/2001,YU952,NEWT,Pigeon(T),0,0,8,18,6,2001
17722,18/06/2001,YU953,NEWT,Pigeon(C),0,0,8,18,6,2001
17723,18/06/2001,YU954,NEWT,Pigeon(T),0,0,8,18,6,2001
17724,18/06/2001,YU955,NEWT,Pigeon(C),0,0,8,18,6,2001
17725,18/06/2001,YU956,NEWT,Sc(T),0,0,8,18,6,2001
17726,18/06/2001,YU957,NEWT,Pigeon(C),0,0,8,18,6,2001
17727,18/06/2001,YU958,NEWT,Pigeon(T),0,0,8,18,6,2001
17728,18/06/2001,YU959,NEWT,Phf(C),0,0,8,18,6,2001
17729,18/06/2001,YU960,NEWT,Phf(T),1,0,8,18,6,2001
17730,18/06/2001,YU961,NEWT,Phm(C),0,0,8,18,6,2001
17731,18/06/2001,YU962,NEWT,Phm(T),0,0,8,18,6,2001
17732,18/06/2001,YU963,NEWT,Sc(T),0,0,8,18,6,2001
17733,18/06/2001,YU964,NEWT,Sc(C),0,0,8,18,6,2001
17738,18/06/2001,YU969,NEWT,Pigeon(C),0,0,8,18,6,2001
17739,18/06/2001,YU970,NEWT,Pigeon(T),0,0,8,18,6,2001
17740,18/06/2001,YU971,NEWT,Pigeon(C),0,0,8,18,6,2001
17741,18/06/2001,YU972,NEWT,Pigeon(T),0,0,8,18,6,2001
17742,18/06/2001,YU973,NEWT,Sc(C),0,0,8,18,6,2001
17743,18/06/2001,YU974,NEWT,Sc(T),0,0,8,18,6,2001
17744,18/06/2001,YU975,NEWT,Sc(C),0,0,8,18,6,2001
17745,18/06/2001,YU976,NEWT,Sc(T),0,0,8,18,6,2001
17746,18/06/2001,YU977,NEWT,Pigeon(C),0,0,8,18,6,2001
17747,18/06/2001,YU978,NEWT,Pigeon(T),0,0,8,18,6,2001
17748,18/06/2001,YU979,NEWT,Pigeon(C),0,0,8,18,6,2001
17749,18/06/2001,YU980,NEWT,Pigeon(T),0,0,8,18,6,2001
17750,18/06/2001,YU981,NEWT,Pigeon(T),0,0,8,18,6,2001
17751,18/06/2001,YU982,NEWT,Pigeon(C),0,0,8,18,6,2001
17752,18/06/2001,YU983,NEWT,Sc(C),0,0,8,18,6,2001
17753,18/06/2001,YU984,NEWT,Sc(T),0,0,8,18,6,2001
17754,18/06/2001,YU985,NEWT,Quail(T),1,0,8,18,6,2001
17755,18/06/2001,YU986,NEWT,Quail(C),0,0,8,18,6,2001
17756,18/06/2001,YU987,NEWT,Quail(T),1,0,8,18,6,2001
17757,18/06/2001,YU988,NEWT,Quail(C),1,0,8,18,6,2001
17758,18/06/2001,YU989,NEWT,Quail(T),1,0,8,18,6,2001
17759,18/06/2001,YU990,NEWT,Quail(C),1,0,8,18,6,2001
17760,18/06/2001,YU991,NEWT,Quail(T),1,0,8,18,6,2001
17761,18/06/2001,YU992,NEWT,Quail(C),1,0,8,18,6,2001
17762,18/06/2001,YU993,NEWT,Quail(T),1,0,8,18,6,2001
17763,18/06/2001,YU994,NEWT,Quail(C),0,0,8,18,6,2001
17764,18/06/2001,YU995,NEWT,Ph(T),1,0,8,18,6,2001
17765,18/06/2001,YU996,NEWT,Ph(C),0,0,8,18,6,2001
17766,18/06/2001,YU997,NEWT,Ph(T),0,0,8,18,6,2001
17767,18/06/2001,YU998,NEWT,Ph(C),0,0,8,18,6,2001
17768,18/06/2001,YU985(T),NEWT,Quail(TT),1,1,8,18,6,2001
17769,18/06/2001,YU985(L),NEWT,Quail(L),1,1,8,18,6,2001
17770,18/06/2001,YU987(T),NEWT,Quail(TT),1,1,8,18,6,2001
17771,18/06/2001,YU987(L),NEWT,Quail(L),1,1,8,18,6,2001
17772,18/06/2001,YU989(T),NEWT,Quail(TT),1,0,8,18,6,2001
17773,18/06/2001,YU989(L),NEWT,Quail(L),1,0,8,18,6,2001
17774,18/06/2001,YU991(T),NEWT,Quail(TT),1,1,8,18,6,2001
17775,18/06/2001,YU991(L),NEWT,Quail(L),1,1,8,18,6,2001
17776,18/06/2001,YU993(T),NEWT,Quail(TT),1,1,8,18,6,2001
17777,18/06/2001,YU993(L),NEWT,Quail(L),1,1,8,18,6,2001
17778,18/06/2001,YU995(T),NEWT,Ph(TT),0,0,8,18,6,2001
17779,18/06/2001,YU995(L),NEWT,Ph(L),0,0,8,18,6,2001
17780,18/06/2001,YU997(T),NEWT,Ph(TT),0,0,8,18,6,2001
17781,18/06/2001,YU997(L),NEWT,Ph(L),0,0,8,18,6,2001
17791,18/06/2001,WF145,NEWT,Pigeon,0,0,7,18,6,2001
17807,18/06/2001,WF161,NEWT,Pigeon,0,0,7,18,6,2001
17808,18/06/2001,WF162,NEWT,Pigeon,0,0,7,18,6,2001
17809,18/06/2001,WF163,NEWT,Pigeon,0,0,7,18,6,2001
17810,18/06/2001,WF164,NEWT,Pigeon,0,0,7,18,6,2001
17811,18/06/2001,WF165,NEWT,Pigeon,0,0,7,18,6,2001
17812,18/06/2001,WF166,NEWT,Sc,0,0,7,18,6,2001
17813,18/06/2001,WF167,NEWT,Sc,0,0,7,18,6,2001
17814,18/06/2001,WF168,NEWT,Sc(C),0,0,7,18,6,2001
17815,18/06/2001,WF169,NEWT,Sc(T),0,0,7,18,6,2001
17816,18/06/2001,WF170,NEWT,Sc(C),0,0,7,18,6,2001
17817,18/06/2001,WF171,NEWT,Sc(T),0,0,7,18,6,2001
17818,18/06/2001,WF172,NEWT,Sc(T),0,0,7,18,6,2001
17819,18/06/2001,WF173,NEWT,Sc(C),0,0,7,18,6,2001
17820,18/06/2001,WF174,NEWT,Sc(T),0,0,7,18,6,2001
17821,18/06/2001,WF175,NEWT,Sc(C),0,0,7,18,6,2001
17822,18/06/2001,WF172(T),NEWT,Sc(TT),0,0,7,18,6,2001
17823,18/06/2001,WF172(L),NEWT,Sc(L),0,0,7,18,6,2001
17824,18/06/2001,WF174(T),NEWT,Sc(TT),0,0,7,18,6,2001
17825,18/06/2001,WF174(L),NEWT,Sc(L),0,0,7,18,6,2001
17847,18/06/2001,TP146,NEWT,Pigeon,0,0,6,18,6,2001
17848,18/06/2001,TP147,NEWT,Pigeon,0,0,6,18,6,2001
17849,18/06/2001,TP148,NEWT,Sc,0,0,6,18,6,2001
17850,18/06/2001,TP149,NEWT,Sc,0,0,6,18,6,2001
17851,18/06/2001,TP150,NEWT,Sc,0,0,6,18,6,2001
17857,18/06/2001,TP156,NEWT,Sc(C),0,0,6,18,6,2001
17858,18/06/2001,TP157,NEWT,Sc(T),0,0,6,18,6,2001
17859,18/06/2001,TP158,NEWT,Sc(C),0,0,6,18,6,2001
17860,18/06/2001,TP159,NEWT,Sc(T),0,0,6,18,6,2001
17861,18/06/2001,TP160,NEWT,Pigeon(C),0,0,6,18,6,2001
17862,18/06/2001,TP161,NEWT,Pigeon(T),0,0,6,18,6,2001
17863,18/06/2001,TP162,NEWT,Pigeon(C),0,0,6,18,6,2001
17864,18/06/2001,TP163,NEWT,Pigeon(T),0,0,6,18,6,2001
17865,18/06/2001,TP164,NEWT,Pigeon(T),0,0,6,18,6,2001
17866,18/06/2001,TP165,NEWT,Pigeon(C),0,0,6,18,6,2001
17867,18/06/2001,TP166,NEWT,Pigeon(T),0,0,6,18,6,2001
17868,18/06/2001,TP167,NEWT,Pigeon(C),0,0,6,18,6,2001
17869,18/06/2001,TP164(T),NEWT,Pigeon(TT),0,0,6,18,6,2001
17870,18/06/2001,TP164(L),NEWT,Pigeon(L),0,0,6,18,6,2001
17871,18/06/2001,TP166(T),NEWT,Pigeon(TT),0,0,6,18,6,2001
17872,18/06/2001,TP166(L),NEWT,Pigeon(L),0,0,6,18,6,2001
17873,19/06/2001,NT355,KOW,Sc,0,0,3,19,6,2001
17874,19/06/2001,NT356,KOW,Sc,0,0,3,19,6,2001
17885,19/06/2001,NT367,KOW,Pigeon,0,0,3,19,6,2001
17886,19/06/2001,NT368,KOW,Pigeon,0,0,3,19,6,2001
17887,19/06/2001,NT369,KOW,Pigeon,0,0,3,19,6,2001
17888,19/06/2001,NT370,KOW,Pigeon,0,0,3,19,6,2001
17894,19/06/2001,NT376,KOW,Sc,0,0,3,19,6,2001
17895,19/06/2001,NT377,KOW,Sc,0,0,3,19,6,2001
17896,19/06/2001,NT378,KOW,Sc,0,0,3,19,6,2001
17901,19/06/2001,NT383,KOW,GF,0,0,3,19,6,2001
17902,19/06/2001,NT384,KOW,GF,0,0,3,19,6,2001
17903,19/06/2001,NT385,KOW,Sc,0,0,3,19,6,2001
17904,19/06/2001,NT386,KOW,Sc,0,0,3,19,6,2001
17907,19/06/2001,NT389,KOW,Sc,0,0,3,19,6,2001
17908,19/06/2001,NT390,KOW,Sc,0,0,3,19,6,2001
17909,19/06/2001,NT391,KOW,Phf,0,0,3,19,6,2001
17910,19/06/2001,NT392,KOW,Pigeon,0,0,3,19,6,2001
17911,19/06/2001,NT393,KOW,GF,1,0,3,19,6,2001
17912,19/06/2001,NT394,KOW,GF,0,0,3,19,6,2001
17925,19/06/2001,NT407,KOW,GF,0,0,3,19,6,2001
17926,19/06/2001,NT408,KOW,Phf,0,0,3,19,6,2001
17927,19/06/2001,NT409,KOW,Sc,0,0,3,19,6,2001
17928,19/06/2001,NT410,KOW,Sc,0,0,3,19,6,2001
17929,19/06/2001,NT411,KOW,Phf,0,0,3,19,6,2001
17930,19/06/2001,NT412,KOW,Phm,0,0,3,19,6,2001
17931,19/06/2001,NT413,KOW,GF,0,0,3,19,6,2001
17937,19/06/2001,NT419,KOW,Sc,0,0,3,19,6,2001
17938,19/06/2001,NT420,KOW,Pigeon,0,0,3,19,6,2001
17939,19/06/2001,NT421,KOW,Sc,0,0,3,19,6,2001
17940,19/06/2001,NT422,KOW,Pigeon,0,0,3,19,6,2001
17967,19/06/2001,NT449,KOW,Pigeon,0,0,3,19,6,2001
17968,19/06/2001,NT450,KOW,Pigeon,0,0,3,19,6,2001
17969,19/06/2001,NT451,KOW,GF,0,0,3,19,6,2001
17970,19/06/2001,NT452,KOW,GF,0,0,3,19,6,2001
17971,19/06/2001,NT453,KOW,Cu,0,0,3,19,6,2001
17972,19/06/2001,NT454,KOW,Cu,0,0,3,19,6,2001
17975,19/06/2001,NT457,KOW,Sc(C),0,0,3,19,6,2001
17976,19/06/2001,NT458,KOW,Sc(T),0,0,3,19,6,2001
17977,19/06/2001,NT459,KOW,Sc(C),0,0,3,19,6,2001
17978,19/06/2001,NT460,KOW,Sc(T),0,0,3,19,6,2001
17979,19/06/2001,NT461,KOW,Cu(C),0,0,3,19,6,2001
17980,19/06/2001,NT462,KOW,Cu(T),0,0,3,19,6,2001
17981,19/06/2001,NT463,KOW,Cu(C),0,0,3,19,6,2001
17982,19/06/2001,NT464,KOW,Cu(T),0,0,3,19,6,2001
17984,19/06/2001,NT466,KOW,GF(C),0,0,3,19,6,2001
17985,19/06/2001,NT467,KOW,GF(T),1,0,3,19,6,2001
17986,19/06/2001,NT468,KOW,GF(C),1,0,3,19,6,2001
17987,19/06/2001,NT469,KOW,GF(T),1,1,3,19,6,2001
17988,19/06/2001,NT470,KOW,Phf(C),0,0,3,19,6,2001
17989,19/06/2001,NT471,KOW,Phf(T),0,0,3,19,6,2001
17990,19/06/2001,NT472,KOW,Phf(C),0,0,3,19,6,2001
17991,19/06/2001,NT473,KOW,Phf(T),0,0,3,19,6,2001
17992,19/06/2001,NT474,KOW,Sc(C),0,0,3,19,6,2001
17993,19/06/2001,NT475,KOW,Sc(T),0,0,3,19,6,2001
17994,19/06/2001,NT476,KOW,Sc(C),0,0,3,19,6,2001
17995,19/06/2001,NT477,KOW,Sc(T),0,0,3,19,6,2001
17996,19/06/2001,NT478,KOW,Pigeon(C),0,0,3,19,6,2001
17997,19/06/2001,NT479,KOW,Pigeon(T),0,0,3,19,6,2001
17998,19/06/2001,NT480,KOW,Pigeon(C),0,0,3,19,6,2001
17999,19/06/2001,NT481,KOW,Pigeon(T),0,0,3,19,6,2001
18000,19/06/2001,NT482,KOW,Sc(C),0,0,3,19,6,2001
18001,19/06/2001,NT483,KOW,Sc(T),0,0,3,19,6,2001
18002,19/06/2001,NT484,KOW,Sc(C),0,0,3,19,6,2001
18003,19/06/2001,NT485,KOW,Sc(T),0,0,3,19,6,2001
18006,19/06/2001,NT488,KOW,Sc(C),0,0,3,19,6,2001
18007,19/06/2001,NT489,KOW,Sc(T),0,0,3,19,6,2001
18008,19/06/2001,NT490,KOW,Sc(C),0,0,3,19,6,2001
18009,19/06/2001,NT491,KOW,Sc(T),0,0,3,19,6,2001
18010,19/06/2001,NT492,KOW,Cu(T),0,0,3,19,6,2001
18011,19/06/2001,NT493,KOW,Cu(C),0,0,3,19,6,2001
18012,19/06/2001,NT494,KOW,Cu(T),0,0,3,19,6,2001
18013,19/06/2001,NT495,KOW,Cu(C),0,0,3,19,6,2001
18014,19/06/2001,NT496,KOW,Sc(C),0,0,3,19,6,2001
18015,19/06/2001,NT497,KOW,Sc(T),0,0,3,19,6,2001
18016,19/06/2001,NT498,KOW,Sc(C),0,0,3,19,6,2001
18017,19/06/2001,NT499,KOW,Sc(T),0,0,3,19,6,2001
18018,19/06/2001,NT500,KOW,Cu(T),0,0,3,19,6,2001
18019,19/06/2001,NT501,KOW,Cu(C),0,0,3,19,6,2001
18020,19/06/2001,NT502,KOW,Cu(T),0,0,3,19,6,2001
18021,19/06/2001,NT503,KOW,Cu(C),0,0,3,19,6,2001
18022,19/06/2001,NT504,KOW,Cu(T),0,0,3,19,6,2001
18023,19/06/2001,NT505,KOW,Cu(C),0,0,3,19,6,2001
18024,19/06/2001,NT506,KOW,GF(T),1,1,3,19,6,2001
18025,19/06/2001,NT507,KOW,GF(C),1,0,3,19,6,2001
18026,19/06/2001,NT508,KOW,GF(T),1,1,3,19,6,2001
18027,19/06/2001,NT509,KOW,GF(C),1,0,3,19,6,2001
18028,19/06/2001,NT510,KOW,Phf,1,0,3,19,6,2001
18029,19/06/2001,NT511,KOW,Phm,0,0,3,19,6,2001
18030,19/06/2001,NT512,KOW,GF,1,0,3,19,6,2001
18036,19/06/2001,NT500(L),KOW,Cu(L),0,0,3,19,6,2001
18037,19/06/2001,NT500(T),KOW,Cu(TT),0,0,3,19,6,2001
18038,19/06/2001,NT502(L),KOW,Cu(L),0,0,3,19,6,2001
18039,19/06/2001,NT502(T),KOW,Cu(TT),0,0,3,19,6,2001
18040,19/06/2001,NT504(L),KOW,Cu(L),0,0,3,19,6,2001
18041,19/06/2001,NT504(T),KOW,Cu(TT),0,0,3,19,6,2001
18042,19/06/2001,NT506(L),KOW,GF(L),1,0,3,19,6,2001
18043,19/06/2001,NT506(T),KOW,GF(TT),0,0,3,19,6,2001
18048,19/06/2001,SSP165,KOW,Sc,0,0,5,19,6,2001
18059,19/06/2001,SSP176,KOW,Sc,0,0,5,19,6,2001
18060,19/06/2001,SSP177,KOW,Sc,0,0,5,19,6,2001
18064,19/06/2001,SSP181,KOW,Sc,0,0,5,19,6,2001
18085,19/06/2001,SSP202,KOW,Sc(C),0,0,5,19,6,2001
18086,19/06/2001,SSP203,KOW,Sc(T),0,0,5,19,6,2001
18087,19/06/2001,SSP204,KOW,Sc(C),0,0,5,19,6,2001
18088,19/06/2001,SSP205,KOW,Sc(T),0,0,5,19,6,2001
18089,19/06/2001,SSP206,KOW,Sc(C),0,0,5,19,6,2001
18090,19/06/2001,SSP207,KOW,Sc(T),0,0,5,19,6,2001
18091,19/06/2001,SSP208,KOW,Sc(C),0,0,5,19,6,2001
18092,19/06/2001,SSP209,KOW,Sc(T),0,0,5,19,6,2001
18093,19/06/2001,SSP210,KOW,Sc(C),0,0,5,19,6,2001
18094,19/06/2001,SSP211,KOW,Sc(T),0,0,5,19,6,2001
18095,19/06/2001,SSP212,KOW,Sc(C),0,0,5,19,6,2001
18100,19/06/2001,SSP217,KOW,Phf,0,0,5,19,6,2001
18101,19/06/2001,SSP218,KOW,Phf,0,0,5,19,6,2001
18102,19/06/2001,SSP219,KOW,Phm,0,0,5,19,6,2001
18103,19/06/2001,SSP220,KOW,Phm,0,0,5,19,6,2001
18104,19/06/2001,SSP221,KOW,Pigeon,0,0,5,19,6,2001
18105,19/06/2001,SSP222,KOW,Quail,0,0,5,19,6,2001
